five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_2,five_p_cleav_compl_2,five_p_cleav_prob,five_p_cleav_ss,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_2,five_p_non_cleav_compl_2,five_p_non_cleav_prob,five_p_non_cleav_ss,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_2,three_p_cleav_compl_2,three_p_cleav_prob,three_p_cleav_ss,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_2,three_p_non_cleav_compl_2,three_p_non_cleav_prob,three_p_non_cleav_ss
"[2, 1, 0, -1, 0, 1, 2, 1, 0, 1]","[-1, 0, -1]","[4, 5, 4, 5, 6, 5]","[-4, -3, -4, -3, -4, -5, -4, -5]","[0.9989738188306886, 0.9934141207429497, 0.9916017277460896, -1, 0.710130999750397, 0.696646364750919, 0.6523415243306365, -1, -1, -1, 0.7482427721459182, 0.7508926748301927, 0.7374345092886629, -1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 2, 1, 2, 1, 0, -1, 0, 1]","[0, -1, 0]","[4, 3, 4, 5, 4, 5]","[-2, -3, -4, -3, -4, -3, -4, -3, -4, -5]","[-1, 0.9688913856852945, 0.9987836165391246, 0.9987222393919447, 0.9991952198220224, 0.9989062850130165, 0.9989738188306886, 0.9934141207429497, 0.9916017277460896, -1, 0.710130999750397, 0.696646364750919, 0.6523415243306365, -1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 0, -1, -2, -1]","[-1, 0, -1, 0, 1, 0, -1, -2, -1, -2]","[6, 5, 4, 5, 4, 3, 4, 3, 4, 3, 4]","[-5, -4, -5]","[-1, -1, -1, 0.7374345092886629, 0.7508926748301927, 0.7482427721459182, 0.6523415243306365, 0.696646364750919, 0.710130999750397, 0.9916017277460896, 0.9934141207429497, 0.9989738188306886, 0.9989062850130165, 0.9991952198220224]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-2, -1, -2]","[-1, 0, 1, 0, -1, -2, -1, -2, -1, 0, 1]","[5, 4, 3, 4, 3, 4, 3, 4, 3, 2, 3, 2, 1]","[-4, -5, -4]","[0.6523415243306365, 0.696646364750919, 0.710130999750397, 0.9916017277460896, 0.9934141207429497, 0.9989738188306886, 0.9989062850130165, 0.9991952198220224, 0.9987222393919447, 0.9987836165391246, 0.9688913856852945, -1, -1, 0.908925421736045]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]"
"[-1, 0, 1, 0, -1, 0, 1, 0]","[-2, -1, -2, -3]","[4, 3, 4, 5, 4, 3, 2, 1]","[-2, -3, -4, -5, -6, -5]","[0.561523618678333, 0.4594698818663406, 0.4770990866146392, 0.4765065470646474, 0.473753228996047, 0.47700820612084677, 0.4773573408513865, -1, -1, -1, -1, -1, -1, 0.4773573408513865]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1]","[-3, -2, -1, 0, -1, 0, 1, 0, -1]","[0, -1, -2, -1, -2, -3]","[2, 3, 4, 3, 4, 5, 4]","[0, -1, -2, -3, -2, -3, -4, -5, -6]","[0.6181497440394585, 0.6169770652102718, 0.5966775750351467, 0.5786609388354149, 0.5919434331165386, 0.5911634136551855, 0.561523618678333, 0.4594698818663406, 0.4770990866146392, 0.4765065470646474, 0.473753228996047, 0.47700820612084677, 0.4773573408513865, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 2, 1, 2, 1]","[-4, -3, -4, -3]","[-2, -3, -4, -5, -4, -5, -6, -5, -6]",[-5],"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0.561523618678333, 0.5911634136551855, 0.5919434331165386]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]","[1, 2, 1, 0, -1]","[-4, -3, -4, -3, -2, -1]","[-4, -5, -4, -5, -6, -5, -6, -5, -6, -7, -8]","[-5, -4, -3]","[-1, -1, -1, -1, -1, 0.561523618678333, 0.5911634136551855, 0.5919434331165386, 0.5786609388354149, -1, -1, 0.5966775750351467, 0.6169770652102718, 0.6181497440394585]","[0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
"[-3, -2, -3, -4, -3, -4, -3, -2, -3, -4, -3]","[-2, -3, -4]","[2, 3, 4, 5, 4]","[3, 2, 3, 4, 3, 4, 3, 2, 3, 2]","[0.9958530853397969, 0.9992895696663345, 0.995461170891587, 0.9908795388026463, 0.5054713742640972, 0.9754331374137706, 0.9784487148526703, 0.7139302238686904, -1, 0.9806381204924095, 0.9857659457548416, -1, -1, 0.8912848945372319]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1]","[-3, -2, -3, -4, -3, -2, -3, -4, -3, -4, -3, -2]","[0, -1, -2, -3]","[0, 1, 2, 3]","[2, 1, 2, 3, 2, 3, 4, 3, 4, 3, 2]","[0.994737331087753, 0.9985106868537509, 0.9993490106601135, 0.9973802662891804, 0.9925119759394333, -1, 0.9958530853397969, 0.9992895696663345, 0.995461170891587, 0.9908795388026463, 0.5054713742640972, 0.9754331374137706, 0.9784487148526703, 0.7139302238686904]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[-5, -6, -5, -6, -5]","[-3, -2, -3, -2, -1, -2, -1, -2]","[2, 1, 0, -1, 0, -1, -2, -1, -2, -3, -2]","[2, 1, 2]","[-1, 0.8836102132612511, 0.8912848945372319, -1, -1, 0.9857659457548416, 0.9806381204924095, -1, 0.7139302238686904, 0.9784487148526703, 0.9754331374137706, -1, 0.5054713742640972, 0.9908795388026463]","[0, -1, -1, 0, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1]","[-6, -5, -6]","[-2, -3, -2, -1, -2, -1, -2, -3, -2, -3, -4]","[-1, 0, -1, -2, -1, -2, -3, -2, -1, -2, -1, 0, 1]","[2, 3]","[0.9806381204924095, -1, 0.7139302238686904, 0.9784487148526703, 0.9754331374137706, -1, 0.5054713742640972, 0.9908795388026463, 0.995461170891587, 0.9992895696663345, 0.9958530853397969, -1, 0.9925119759394333, 0.9973802662891804]","[-1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1]"
"[-2, -1, -2, -1, -2, -3, -2, -3, -4, -5]","[-1, -2, -3, -2, -3]","[0, 1, 0, -1, 0, -1]","[-4, -5, -4, -5, -6, -7]","[0.9999025356154572, 0.9994410086563226, 0.9998944691068433, 0.99882152057699, 0.9976142320111586, 0.9915384046970631, 0.9156064481084342, -1, 0.49235783891729984, -1, -1, -1, -1, 0.5946867017747997]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]","[-1, -2, -1, 0, -1, -2, -1, -2, -1, -2]","[0, -1, -2, -3, -2, -3]","[-1, 0, 1, 0, -1, 0]","[-1, -2, -3, -4, -3, -4, -5, -4, -5]","[0.7935706539018127, 0.7022427560984695, 0.9869394098535195, 0.9926905320163363, 0.9992605742734157, 0.9989705343255835, 0.9999025356154572, 0.9994410086563226, 0.9998944691068433, 0.99882152057699, 0.9976142320111586, 0.9915384046970631, 0.9156064481084342, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-6, -7, -8, -9, -10, -9, -10, -11]","[-6, -7, -6, -7, -6, -7, -8]","[0, -1, -2, -3, -2, -3, -4, -3]","[-5, -4, -5, -6, -5]","[-1, -1, -1, 0.49235783891729984, -1, 0.9156064481084342, 0.9915384046970631, 0.9976142320111586, 0.99882152057699, 0.9998944691068433, 0.9994410086563226, 0.9999025356154572, 0.9989705343255835, 0.9992605742734157]","[0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-9, -10, -9, -10, -11, -12, -13]","[-6, -7, -6, -7, -8, -7, -6]","[-3, -2, -3, -4, -3, -4, -5, -6, -7]","[-5, -4, -5, -6, -5, -4]","[0.9915384046970631, 0.9976142320111586, 0.99882152057699, 0.9998944691068433, 0.9994410086563226, 0.9999025356154572, 0.9989705343255835, 0.9992605742734157, 0.9926905320163363, 0.9869394098535195, 0.7022427560984695, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0]"
"[-6, -5, -4, -5, -6, -7, -8, -9]","[-3, -4, -3, -2]","[0, 1, 0, 1, 0, -1, 0, -1]","[2, 1, 2, 3, 4, 3]","[0.9652662122704797, -1, 0.979608283527092, 0.9830670592357739, 0.9820041969038575, 0.9756969525311161, -1, -1, 0.7285628210742562, 0.6845095534388046, 0.6224791343895614, -1, -1, -1]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[-1, -2, -3, -4, -5, -6, -5, -4, -5, -6]","[-2, -3, -4, -3]","[1, 0, 1, 0, 1, 0]","[-1, 0, 1, 2, 1, 2, 1, 2, 3]","[0.9997914047314913, 0.9999688755761628, 0.9999675519563614, 0.9958276263493138, 0.9920520568007621, 0.9997376245488526, 0.9652662122704797, -1, 0.979608283527092, 0.9830670592357739, 0.9820041969038575, 0.9756969525311161, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[-9, -8, -7, -8]","[-2, -3, -4, -5, -6, -5, -6]","[-1, 0, -1, 0, -1, 0, -1, 0, 1, 2, 1, 2]","[3, 2, 1, 2]","[-1, -1, -1, 0.6224791343895614, 0.6845095534388046, 0.7285628210742562, -1, 0.9756969525311161, 0.9820041969038575, 0.9830670592357739, 0.979608283527092, -1, 0.9652662122704797, 0.9997376245488526]","[0, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1]","[-8, -7, -8, -9]","[-4, -5, -6, -5, -6, -7, -8, -9, -10, -9]","[0, -1, 0, 1, 2, 1, 2, 1, 2, 3, 4, 3]","[2, 1, 2, 1]","[-1, 0.9756969525311161, 0.9820041969038575, 0.9830670592357739, 0.979608283527092, -1, 0.9652662122704797, 0.9997376245488526, 0.9920520568007621, 0.9958276263493138, 0.9999675519563614, 0.9999688755761628, 0.9997914047314913, 0.7242900450351677]","[0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
"[2, 1, 0, 1, 2, 1, 2, 1, 2]","[0, -1, -2, -1, 0]","[-1, 0, -1, -2, -3, -2, -3]","[-2, -1, -2, -1, 0, -1]","[0.8702962903040593, 0.8728123086048793, 0.8014367408028708, -1, -1, 0.42435961576584763, 0.49028681457547724, -1, 0.2540281131245441, -1, -1, 0.6036904461151676, 0.6330342327775957, 0.47927001302189165]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 2, 1, 0, 1, 2, 1, 2]","[0, -1, -2]","[-1, 0, -1, 0, -1]","[-1, -2, -1, -2, -1, -2, -1]","[-1, -1, 0.858248476212011, 0.8734583523043917, 0.8478578360164973, -1, 0.8702962903040593, 0.8728123086048793, 0.8014367408028708, -1, -1, 0.42435961576584763, 0.49028681457547724, -1]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[5, 6, 7, 8, 7, 6]","[0, 1, 0, -1, 0, -1, 0]","[-3, -4, -3, -2, -3, -2, -3, -2, -1, -2]","[-1, -2, -3, -4, -3]","[0.47927001302189165, 0.6330342327775957, 0.6036904461151676, -1, -1, 0.2540281131245441, -1, 0.49028681457547724, 0.42435961576584763, 0.8014367408028708, 0.8728123086048793, 0.8702962903040593, -1, 0.8478578360164973]","[-1, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -1, 0, -1]","[7, 8, 7, 6]","[0, -1, 0, -1, 0, -1, 0, -1, 0, 1]","[-3, -2, -3, -2, -1, -2, -1, -2, -3, -2, -3, -4]","[-3, -4, -3]","[-1, 0.49028681457547724, 0.42435961576584763, 0.8014367408028708, 0.8728123086048793, 0.8702962903040593, -1, 0.8478578360164973, 0.8734583523043917, 0.858248476212011, -1, 0.8714503058919167, 0.8745510873762562, 0.8746563332325759]","[0, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1]"
"[-4, -5, -6, -7, -6, -7, -6, -7, -8, -9, -10, -9]",[0],"[2, 3, 4, 5]","[4, 5, 4, 3, 4, 3, 4, 5, 6]","[0.9806267640966896, 0.948188063602096, -1, 0.9342362291281929, 0.566554119580361, 0.790709970399296, 0.7932750393460628, 0.7927395558819473, 0.7849721531016605, -1, -1, -1, -1, -1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[-3, -4, -3, -2, -3, -4, -5, -6, -7, -6, -7, -6, -7, -8]","[-1, 0]","[3, 2]","[2, 3, 2, 3, 4, 5, 4, 3, 4, 3, 4, 5]","[0.9987797684205755, 0.9760110028481939, -1, 0.9552970379356316, 0.9689999983853188, 0.9808715018741139, 0.9806267640966896, 0.948188063602096, -1, 0.9342362291281929, 0.566554119580361, 0.790709970399296, 0.7932750393460628, 0.7927395558819473]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[-11, -10, -11, -10]","[0, -1, -2, -3, -2, -3, -2, -3, -4, -5, -6]","[5, 6, 7, 8, 7, 8, 9, 8, 7, 8, 9, 10]","[6, 5]","[-1, 0.7849721531016605, 0.7927395558819473, 0.7932750393460628, 0.790709970399296, -1, 0.566554119580361, 0.9342362291281929, -1, 0.948188063602096, 0.9806267640966896, 0.9808715018741139, 0.9689999983853188, 0.9552970379356316]","[0, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1]","[-10, -11, -10, -11]","[-2, -3, -2, -3, -4, -5, -6, -5, -6, -7]","[8, 9, 8, 7, 8, 9, 10, 11, 12, 11, 12, 13]","[6, 5]","[0.566554119580361, 0.9342362291281929, -1, 0.948188063602096, 0.9806267640966896, 0.9808715018741139, 0.9689999983853188, 0.9552970379356316, -1, -1, -1, 0.9760110028481939, 0.9987797684205755, 0.9988932047966776]","[-1, -1, 0, -1, -1, -1, -1, -1, 0, 0, 0, -1, -1, -1]"
"[-8, -9, -8, -9, -8, -9, -8]","[0, -1, -2, -3]","[-2, -1, 0, -1, 0, 1, 2, 1, 2]","[7, 8, 7, 8, 9]","[0.7391080164474769, 0.7456517364928432, 0.7462069959991098, 0.7458018662103154, 0.4386957805658351, -1, -1, -1, -1, -1, -1, 0.4386957805658351, -1, 0.7458018662103154]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, -1]","[-8, -7, -6, -7, -6, -7, -8, -9, -8, -9]","[0, -1, -2]","[-2, -1, 0, -1, 0, 1]","[8, 7, 6, 7, 6, 7, 8, 7, 8]","[0.8997935823025027, 0.8957450656572333, 0.8466192655525223, -1, 0.4719191541815573, 0.6562806341738145, 0.7391080164474769, 0.7456517364928432, 0.7462069959991098, 0.7458018662103154, 0.4386957805658351, -1, -1, -1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[-8, -9, -10, -9, -10]","[-3, -2, -3, -4, -5, -6, -5, -4]","[2, 1, 2, 3, 2, 3, 4, 5, 6, 5, 4]","[9, 10]","[0.7462069959991098, 0.7456517364928432, 0.7391080164474769, 0.6562806341738145, 0.4719191541815573, -1, -1, -1, -1, -1, -1, 0.8466192655525223, 0.8957450656572333, 0.8997935823025027]","[-1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -1]","[-10, -9, -10]","[-5, -6, -5, -4, -5, -6, -5, -6, -7]","[2, 3, 4, 5, 6, 5, 4, 5, 4, 5, 4, 5, 6]",[10],"[-1, -1, -1, -1, -1, 0.8466192655525223, 0.8957450656572333, 0.8997935823025027, 0.8923904403618912, -1, 0.910369127564488, 0.9237491164142483, 0.9250583788655597, 0.9228258279407909]","[0, 0, 0, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1]"
"[-4, -3, -4, -5, -6, -5, -6, -7, -8]","[0, 1, 0, 1, 0]","[-2, -3, -2, -3, -2, -3, -2]","[0, -1, 0, 1, 0, -1, 0, -1]","[0.9986589206818858, 0.9990475468175766, 0.9990066075035144, 0.9976996232841168, 0.9986960927925217, 0.9987430913736821, 0.9928415472350878, 0.95393570812064, -1, -1, -1, 0.8582811347394065, 0.9593572591677604, 0.9635541575906614]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]","[-3, -4, -3, -2, -3, -4, -3, -4, -5, -6, -5, -6]","[1, 0, 1, 0]","[-1, -2, -3, -2]","[1, 2, 1, 0, -1, 0, -1, 0, 1, 0, -1, 0]","[0.9994989340618958, 0.9960211954842465, 0.9139206163959178, 0.6949913097849394, 0.9810100595113892, 0.9984624084286651, 0.9986589206818858, 0.9990475468175766, 0.9990066075035144, 0.9976996232841168, 0.9986960927925217, 0.9987430913736821, 0.9928415472350878, 0.95393570812064]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-8, -9, -10, -9]","[0, -1, 0, -1, -2, -3, -2, -3, -4]","[-3, -4, -3, -4, -3, -4, -5, -4, -3, -4, -3, -4]","[-2, -1, -2]","[-1, -1, -1, -1, 0.95393570812064, 0.9928415472350878, 0.9987430913736821, 0.9986960927925217, 0.9976996232841168, 0.9990066075035144, 0.9990475468175766, 0.9986589206818858, 0.9984624084286651, 0.9810100595113892]","[0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-9, -10, -9, -10]","[0, -1, -2, -3, -2, -3, -4, -3, -2, -3]","[-4, -5, -4, -3, -4, -3, -4, -5, -6, -5, -6, -5]","[-2, -1, -2, -3]","[0.9987430913736821, 0.9986960927925217, 0.9976996232841168, 0.9990066075035144, 0.9990475468175766, 0.9986589206818858, 0.9984624084286651, 0.9810100595113892, 0.6949913097849394, -1, -1, 0.9139206163959178, 0.9960211954842465, 0.9994989340618958]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1]"
"[-1, -2, -1, 0, -1, 0, -1, -2, -3, -2, -1]","[-1, -2, -3]","[-1, 0, 1, 0, -1]","[-1, 0, -1, 0, -1, 0, 1, 2]","[0.9448740534681235, 0.9219815789189487, -1, 0.9853261190808033, 0.9900273137492767, 0.9895682458753685, 0.9900049767938034, 0.9866289386352024, -1, 0.658963090112316, 0.6564924002044511, -1, -1, -1]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[1, 0, -1, 0, -1, -2, -1, 0, -1, 0, -1]","[-1, -2, -3]","[-1, 0, -1, 0, 1]","[-1, -2, -1, -2, -1, 0, -1, 0, -1, 0]","[0.9372196943395097, 0.9422222050834932, 0.9423875705011389, 0.9406899570672577, -1, -1, 0.9448740534681235, 0.9219815789189487, -1, 0.9853261190808033, 0.9900273137492767, 0.9895682458753685, 0.9900049767938034, 0.9866289386352024]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[-1, 0, 1, 0, -1, -2]","[-3, -4, -5, -6, -5, -6]","[-2, -1, 0, 1, 2, 1, 2, 1, 2, 3]","[2, 3, 4]","[-1, -1, -1, -1, -1, 0.6564924002044511, 0.658963090112316, -1, 0.9866289386352024, 0.9900049767938034, 0.9895682458753685, 0.9900273137492767, 0.9853261190808033, -1]","[0, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0]","[0, -1, -2]","[-4, -5, -6, -5, -6, -5, -6, -7, -6]","[1, 2, 1, 2, 1, 2, 3, 2, 3, 2, 3, 4, 3]","[2, 3, 4]","[0.658963090112316, -1, 0.9866289386352024, 0.9900049767938034, 0.9895682458753685, 0.9900273137492767, 0.9853261190808033, -1, 0.9219815789189487, 0.9448740534681235, -1, -1, 0.9406899570672577, 0.9423875705011389]","[-1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, -1, -1]"
"[-5, -6, -7, -6, -7, -8, -9, -8]","[2, 3, 2, 1, 0]","[-1, -2, -3, -4, -5, -6, -5, -4]","[1, 2, 3, 2, 3, 2, 1]","[-1, 0.9875095264017439, 0.9903443652386139, 0.9700023453671239, -1, -1, -1, 0.7148567694822865, 0.7157853737970026, 0.7034226676105929, 0.6744954881267978, 0.795565919041505, 0.8476330121369696, 0.8453762264910092]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[-3, -4, -5, -6, -5, -6, -7, -6, -7, -8]","[1, 2]","[1, 0, -1, -2, -3, -4]","[1, 2, 3, 2, 1, 2, 3, 2, 3]","[0.9958494680327711, -1, 0.9863813694687825, 0.9971619335741699, 0.997508616935365, 0.9705381783497136, -1, 0.9875095264017439, 0.9903443652386139, 0.9700023453671239, -1, -1, -1, 0.7148567694822865]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]","[-11, -10, -11, -10, -9]","[0, -1, 0, -1, -2, -1]","[-6, -7, -6, -5, -6, -7, -8, -7, -6, -5, -6]","[3, 2, 1, 0]","[-1, -1, 0.7034226676105929, 0.7157853737970026, 0.7148567694822865, -1, -1, -1, 0.9700023453671239, 0.9903443652386139, 0.9875095264017439, -1, 0.9705381783497136, 0.997508616935365]","[0, 0, -1, -1, -1, 0, 0, 0, -1, -1, -1, 0, -1, -1]","[-10, -9, -8]","[-1, 0, -1, -2, -1, -2, -3, -4, -5]","[-5, -6, -7, -8, -7, -6, -5, -6, -7, -6, -7, -6, -5]","[1, 0, -1]","[-1, -1, 0.9700023453671239, 0.9903443652386139, 0.9875095264017439, -1, 0.9705381783497136, 0.997508616935365, 0.9971619335741699, 0.9863813694687825, -1, 0.9958494680327711, 0.999418157749264, 0.999860462191621]","[0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1]"
"[-3, -4, -3, -4, -5, -6, -5, -4, -5]","[0, 1, 0, 1, 0]","[3, 2, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 2, 3]","[0.9947669333012569, 0.9940551864792397, 0.9918538945927492, 0.966732135746024, -1, -1, 0.9738959224030918, 0.9840687707062268, 0.9809953632981986, 0.8547650791630226, 0.4195740802538737, -1, -1, -1]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]","[-2, -3, -2, -1, -2, -3, -4, -3, -4, -5, -6]","[-1, 0, 1]","[4, 3, 2, 1, 0]","[0, -1, -2, -1, 0, 1, 0, 1, 2, 3]","[0.4799987652111869, 0.23883791083852265, -1, 0.9945829442084101, 0.9948312264771261, 0.9945225217888619, 0.9947669333012569, 0.9940551864792397, 0.9918538945927492, 0.966732135746024, -1, -1, 0.9738959224030918, 0.9840687707062268]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[-4, -3, -4, -5, -4, -5, -4, -3]","[0, -1, -2, -3, -2, -3]","[0, -1, -2, -1, 0, 1, 0, 1]","[3, 4, 3, 4, 3, 2]","[-1, -1, -1, 0.4195740802538737, -1, 0.8547650791630226, 0.9809953632981986, 0.9840687707062268, 0.9738959224030918, 0.966732135746024, 0.9918538945927492, 0.9940551864792397, 0.9947669333012569, 0.9945225217888619]","[0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-4, -5, -4, -3]","[0, -1, -2, -3, -2, -3, -4, -5, -4, -5, -4, -5]","[-2, -1, 0, 1, 0, 1, 2, 3, 2, 1, 0, 1]","[3, 4, 3, 2]","[0.9809953632981986, 0.9840687707062268, 0.9738959224030918, 0.966732135746024, 0.9918538945927492, 0.9940551864792397, 0.9947669333012569, 0.9945225217888619, 0.9948312264771261, 0.9945829442084101, 0.23883791083852265, 0.4799987652111869, 0.6959837636329014, 0.7876113653572575]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[-7, -6, -5, -4, -5, -4, -5, -6, -7, -6]","[-1, -2, -3, -4, -5]","[4, 5, 6, 7, 8, 9]","[3, 2, 1, 0, 1, 0, 1, 2]","[0.9985614443896751, 0.9974082600525801, 0.9959702730128728, 0.9974308793688053, 0.9986031007898847, 0.9968060970217356, 0.788050775353128, 0.8565226233426521, 0.8695611677765391, 0.8417356804875362, -1, -1, -1, 0.8417356804875362]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1]","[-7, -8, -7, -6, -7, -6, -5, -4, -5, -4]","[-1, -2, -3, -4]","[2, 3, 4, 5, 6, 7]","[3, 4, 3, 2, 3, 2, 1, 0, 1, 0]","[-1, 0.486034380844225, -1, 0.9188874263437418, 0.9942734104490231, 0.9985498842518992, 0.9985614443896751, 0.9974082600525801, 0.9959702730128728, 0.9974308793688053, 0.9986031007898847, 0.9968060970217356, 0.788050775353128, 0.8565226233426521]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-6, -7, -6, -7, -6, -7, -8, -9]","[-6, -5, -6, -5, -4, -3, -4, -3]","[10, 9, 10, 9, 8, 7, 8, 7]","[2, 3, 4, 5]","[0.8565226233426521, -1, -1, -1, -1, 0.788050775353128, 0.9968060970217356, 0.9986031007898847, 0.9974308793688053, 0.9959702730128728, 0.9974082600525801, 0.9985614443896751, 0.9985498842518992, 0.9942734104490231]","[-1, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-7, -8, -9, -10]","[-5, -6, -5, -4, -3, -4, -3, -2, -3, -4, -3, -4]","[9, 10, 9, 8, 7, 8, 7, 6, 7, 8, 7, 8]","[3, 4, 5, 6]","[0.9968060970217356, 0.9986031007898847, 0.9974308793688053, 0.9959702730128728, 0.9974082600525801, 0.9985614443896751, 0.9985498842518992, 0.9942734104490231, 0.9188874263437418, 0.486034380844225, 0.4383469304610241, 0.9090968691340657, 0.9992195443195637, 0.9991464558563145]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
