five_p_cleav_1,five_p_cleav_compl_1,five_p_cleav_prob,five_p_non_cleav_1,five_p_non_cleav_compl_1,five_p_non_cleav_prob,three_p_cleav_1,three_p_cleav_compl_1,three_p_cleav_prob,three_p_non_cleav_1,three_p_non_cleav_compl_1,three_p_non_cleav_prob
"[-13, -14, -15, -13, -12, -10, -11, -12, -10, -12, -11, -12, -13, -11, -12]","[8, 8.999677217804857, 9.99952677838088, 8.00074492668328, 7.00090066516969, 5.002708864688582, 5.994241176527826, 5.994241176527826, 4.791422293550528, 6.114654690757987, 5.468546832701811, 5.468546832701811, 5.468546832701811, 5.468546832701811, 6.114654690757987]","[0.9996772178048564, 0.9998495605760224, 0.9993909258487995, 0.9998442615135905, 0.9990959002405535, 0.9915323118392432, -1, 0.6014094414886489, 0.6616161986037293, 0.6461078580561755, -1, -1, -1, 0.6461078580561755]","[-12, -13, -15, -16, -17, -15, -13, -14, -15, -13, -12, -10, -11, -12, -10]","[9, 9.997590038068441, 9.997590038068441, 9.997590038068441, 9.997590038068441, 9.997590038068441, 8.1122883778967, 9.111965595701555, 10.11181515627758, 8.113033304579979, 7.113189043066389, 5.114997242585282, 6.106529554424525, 6.106529554424525, 4.903710671447227]","[0.9975900380684414, -1, -1, -1, -1, 0.9426508300858708, 0.9996772178048564, 0.9998495605760224, 0.9993909258487995, 0.9998442615135905, 0.9990959002405535, 0.9915323118392432, -1, 0.6014094414886489]","[-13, -11, -12, -10, -12, -13, -14, -13, -15, -16, -18, -17, -16, -18, -19]","[5, 5, 5.646107858056175, 4.322875460848717, 5.525694343826014, 5.525694343826014, 5.525694343826014, 4.534162031986772, 6.532353832467878, 7.532198093981469, 9.530979945679068, 8.531130385103046, 7.531453167298189, 9.41675482746993, 9.41675482746993]","[-1, 0.6461078580561755, 0.6616161986037293, 0.6014094414886489, -1, -1, 0.9915323118392432, 0.9990959002405535, 0.9998442615135905, 0.9993909258487995, 0.9998495605760224, 0.9996772178048564, 0.9426508300858708, -1]","[-14, -13, -15, -16, -18, -17, -16, -18, -19, -20, -22, -21, -20, -18, -19]","[6, 5.008467688160756, 7.006659488641864, 8.006503750155455, 10.005285601853053, 9.005436041277031, 8.005758823472174, 9.891060483643916, 9.891060483643916, 9.891060483643916, 9.891060483643916, 8.893470445575474, 7.894470586955215, 5.895991402863155, 6.895930136640506]","[0.9915323118392432, 0.9990959002405535, 0.9998442615135905, 0.9993909258487995, 0.9998495605760224, 0.9996772178048564, 0.9426508300858708, -1, -1, -1, 0.9975900380684414, 0.9989998586202598, 0.9992395920460303, 0.9999387337773515]"
"[10, 8, 9, 10, 8, 10, 11, 12, 10, 11, 12, 10, 9, 10, 12]","[-6, -4.100973167972762, -5.055412571621655, -6.009655552187204, -4.3207881763534735, -4.3207881763534735, -4.3207881763534735, -5.186135808980384, -3.390301769668442, -4.290346959300081, -5.189490326247975, -5.189490326247975, -5.189490326247975, -5.893738676740792, -5.893738676740792]","[0.9495134160136192, 0.9544394036488932, 0.9542429805655487, 0.8444336879168651, -1, -1, 0.8653476326269105, 0.8979170196559709, 0.9000451896316389, 0.8991433669478937, -1, -1, 0.7042483504928175, -1]","[6, 5, 7, 9, 11, 9, 10, 8, 9, 10, 8, 10, 11, 12, 10]","[-5, -5, -5, -5, -5, -4.3770991266111565, -6.03786288540509, -4.138836053377852, -5.093275457026745, -6.047518437592293, -4.358651061758564, -4.358651061758564, -4.358651061758564, -5.2239986943854735, -3.428164655073532]","[-1, -1, -1, -1, 0.622900873388843, 0.8303818793969665, 0.9495134160136192, 0.9544394036488932, 0.9542429805655487, 0.8444336879168651, -1, -1, 0.8653476326269105, 0.8979170196559709]","[15, 13, 12, 14, 12, 11, 10, 12, 11, 13, 12, 11, 13, 11, 12]","[-6, -6, -5.295751649507182, -5.295751649507182, -5.295751649507182, -4.3966082825592885, -3.49656309292765, -5.292397132239592, -4.427049499612681, -6.115916875446412, -5.161673894880863, -4.20723449123197, -6.106261323259208, -5.275879443862242, -6.521681190639928]","[-1, 0.7042483504928175, -1, -1, 0.8991433669478937, 0.9000451896316389, 0.8979170196559709, 0.8653476326269105, 0.8444336879168651, 0.9542429805655487, 0.9544394036488932, 0.9495134160136192, 0.8303818793969665, 0.622900873388843]","[10, 12, 11, 13, 12, 11, 13, 11, 12, 13, 15, 14, 15, 16, 14]","[-3, -4.795834039311941, -3.9304864066850316, -5.619353782518761, -4.6651108019532135, -3.71067139830432, -5.609698230331558, -4.779316350934591, -6.025118097712278, -6.025118097712278, -6.025118097712278, -5.052707946679448, -7.0317746442273865, -8.024229658263568, -6.04929011126146]","[0.8979170196559709, 0.8653476326269105, 0.8444336879168651, 0.9542429805655487, 0.9544394036488932, 0.9495134160136192, 0.8303818793969665, 0.622900873388843, -1, -1, 0.9724101510328307, 0.9895333487739696, 0.9924550140361805, 0.9874697735010538]"
"[-5, -3, -2, -3, -5, -7, -6, -5, -3, -2, -3, -4, -6, -8, -7]","[4, 4, 4, 4.791240658632312, 5.581920353542333, 7.183119819122336, 5.5824419095538085, 5.5824419095538085, 5.5824419095538085, 5.5824419095538085, 6.562905490111705, 7.5441567586818294, 9.505009255398843, 10.4766768688451, 8.530731943460282]","[-1, -1, 0.7912406586323127, 0.790679694910021, 0.8005997327900007, 0.8003389547842634, -1, -1, -1, 0.9804635805578968, 0.9812512685701246, 0.9804262483585069, 0.9716676134462565, 0.9729724626924093]","[-3, -2, -1, 0, -2, -3, -5, -3, -2, -3, -5, -7, -6, -5, -3]","[1, 1, 1, 0.01928177507292217, 2.0060998755142387, 2.9996875088375177, 3.975158112317686, 3.975158112317686, 3.975158112317686, 4.766398770949999, 5.55707846586002, 7.158277931440021, 5.557600021871494, 5.557600021871494, 5.557600021871494]","[-1, -1, 0.9807182249270778, 0.9934090502206583, 0.9935876333232792, 0.975470603480168, -1, -1, 0.7912406586323127, 0.790679694910021, 0.8005997327900007, 0.8003389547842634, -1, -1]","[4, 6, 7, 8, 10, 11, 13, 11, 13, 14, 15, 17, 18, 19, 21]","[7, 5.039147503282987, 4.057896234712862, 3.077432654154965, 3.077432654154965, 3.077432654154965, 3.077432654154965, 3.877771608939228, 2.2765721433592265, 0.6952127535391845, -0.09602790509312786, -0.09602790509312786, -2.046969112053464, -3.040556745376744, -5.027374845818061]","[0.9804262483585069, 0.9812512685701246, 0.9804635805578968, -1, -1, -1, 0.8003389547842634, 0.8005997327900007, 0.790679694910021, 0.7912406586323127, -1, 0.975470603480168, 0.9935876333232792, 0.9934090502206583]","[13, 11, 13, 14, 15, 17, 18, 19, 21, 20, 22, 24, 25, 23, 21]","[3, 3.800338954784263, 2.1991394892042617, 0.6177800993842197, -0.17346055924809312, -0.17346055924809312, -2.124401766208429, -3.117989399531708, -5.104807499973024, -4.124089275045947, -4.124089275045947, -6.025214040466729, -7.000100351632986, -5.303049590370373, -3.9151857402268124]","[0.8003389547842634, 0.8005997327900007, 0.790679694910021, 0.7912406586323127, -1, 0.975470603480168, 0.9935876333232792, 0.9934090502206583, 0.9807182249270778, -1, 0.9505623827103906, 0.9748863111662562, 0.8485253806313061, 0.69393192507178]"
"[-7, -6, -5, -6, -7, -5, -7, -8, -10, -9, -8, -10, -12, -11, -13]","[6, 5.0000101201062055, 4.000018692166709, 5.00001014590576, 5.999985796438597, 4.001702652046273, 5.999555769039296, 6.988384391926248, 7.410425168512032, 7.164424184803629, 6.681174373444872, 7.1075847544091495, 7.1075847544091495, 7.1075847544091495, 7.1075847544091495]","[0.9999898798937946, 0.9999914279394966, 0.9999914537390513, 0.9999756505328378, 0.9991415721961624, 0.9989265584965116, 0.9888286228869517, 0.21102038829289216, 0.2460009837084032, 0.2416249056793785, 0.21320519048213882, -1, -1, -1]","[-2, -1, -3, -4, -6, -8, -7, -6, -5, -6, -7, -5, -7, -8, -10]","[1, 2.267856539261981e-05, 1.9995091010858057, 2.999472450805793, 4.997224302387973, 6.994978693533522, 5.995004378469079, 4.9950144985752845, 3.9950230706357877, 4.995014524374839, 5.994990174907676, 3.996707030515352, 5.994560147508375, 6.983388770395327, 7.405429546981111]","[0.9999773214346074, 0.9997432112602066, 0.9999633497199871, 0.9988759257910903, 0.9988771955727742, 0.9999743150644431, 0.9999898798937946, 0.9999914279394966, 0.9999914537390513, 0.9999756505328378, 0.9991415721961624, 0.9989265584965116, 0.9888286228869517, 0.21102038829289216]","[-9, -11, -12, -10, -11, -13, -12, -10, -12, -11, -10, -11, -12, -13, -11]","[6, 6.241624905679378, 6.487625889387782, 6.0655851128019975, 6.0655851128019975, 6.0655851128019975, 5.076756489915046, 3.0789033729220225, 5.077186517314347, 4.07721086678151, 3.0772194130424584, 4.077210840981955, 5.07720072087575, 6.077175035940193, 4.079420644794644]","[0.2416249056793785, 0.2460009837084032, 0.21102038829289216, -1, -1, 0.9888286228869517, 0.9989265584965116, 0.9991415721961624, 0.9999756505328378, 0.9999914537390513, 0.9999914279394966, 0.9999898798937946, 0.9999743150644431, 0.9988771955727742]","[-12, -10, -12, -11, -10, -11, -12, -13, -11, -9, -8, -6, -7, -8, -10]","[5, 3.0021468830069766, 5.000430027399302, 4.000454376866464, 3.0004629231274125, 4.000454351066909, 5.000444230960704, 6.000418546025147, 4.002664154879598, 2.0049123032974174, 1.00494895357743, -0.9945374689429833, 0.005439852491623931, 1.0054089407899305, 2.004103323811548]","[0.9989265584965116, 0.9991415721961624, 0.9999756505328378, 0.9999914537390513, 0.9999914279394966, 0.9999898798937946, 0.9999743150644431, 0.9988771955727742, 0.9988759257910903, 0.9999633497199871, 0.9997432112602066, 0.9999773214346074, 0.9999690882983064, 0.9986943830216176]"
"[-7, -9, -8, -10, -11, -9, -8, -6, -5, -7, -6, -8, -7, -8, -6]","[3, 4.9989601839459965, 3.9995190080360805, 4.543028195687905, 4.543028195687905, 4.543028195687905, 4.543028195687905, 3.4642027517803284, 2.8873138920021995, 3.4725688564970434, 3.4725688564970434, 4.695572772755002, 4.082653597247006, 4.686715510497556, 4.686715510497556]","[0.999480091972998, 0.9994411759099155, 0.5435091876518245, -1, -1, -1, 0.5394127219537883, 0.5768888597781289, 0.5852549644948439, -1, 0.6115019581289793, 0.6129191755079963, 0.6040619132505499, -1]","[-7, -5, -6, -8, -7, -6, -7, -9, -8, -10, -11, -9, -8, -6, -5]","[4, 2.9014373806094302, 2.9014373806094302, 4.821212492234229, 3.8213596606050615, 2.8213693021557185, 3.8213495775994577, 5.820309761545454, 4.820868585635538, 5.364377773287362, 5.364377773287362, 5.364377773287362, 5.364377773287362, 4.285552329379787, 3.708663469601657]","[0.5492813096952849, -1, 0.9598875558123994, 0.9998528316291677, 0.9999903584493429, 0.9999802754437394, 0.999480091972998, 0.9994411759099155, 0.5435091876518245, -1, -1, -1, 0.5394127219537883, 0.5768888597781289]","[-6, -8, -7, -6, -7, -5, -4, -3, -4, -6, -5, -6, -4, -3, -4]","[5, 5, 5, 4.39593808674945, 5.008857262257447, 3.7858533459994876, 3.7858533459994876, 2.6153434170097998, 3.1922322767879288, 4.271057720695506, 3.1840393453918563, 4.183480521301772, 2.1845203373557758, 1.1845400619120365, 2.1845304203613796]","[-1, -1, 0.6040619132505499, 0.6129191755079963, 0.6115019581289793, -1, 0.5852549644948439, 0.5768888597781289, 0.5394127219537883, 0.5435091876518245, 0.9994411759099155, 0.999480091972998, 0.9999802754437394, 0.9999903584493429]","[-4, -3, -4, -6, -5, -6, -4, -3, -4, -5, -3, -4, -6, -8, -7]","[3, 1.8294900710103121, 2.406378930788441, 3.4852043746960177, 2.3981859993923687, 3.397627175302284, 1.3986669913562881, 0.3986867159125489, 1.398677074361892, 2.39852990599106, 0.4787547943662611, 0.4787547943662611, 1.5773174137568309, 2.337476350439128, 2.337476350439128]","[0.5852549644948439, 0.5768888597781289, 0.5394127219537883, 0.5435091876518245, 0.9994411759099155, 0.999480091972998, 0.9999802754437394, 0.9999903584493429, 0.9998528316291677, 0.9598875558123994, -1, 0.5492813096952849, 0.38007946834114853, -1]"
"[-3, -4, -5, -3, -2, 0, 1, 3, 1, 2, 4, 6, 8, 6, 4]","[2, 2.501542216028142, 2.501542216028142, 0.5202349664516994, -0.47675685537612544, -2.468529903619574, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485, -3.436471139440485]","[0.5015422160281423, -1, 0.9906536247882215, 0.996991821827825, 0.9958865241217245, 0.9679412358209114, -1, -1, -1, -1, -1, -1, -1, -1]","[-2, -4, -6, -5, -4, -5, -3, -4, -5, -3, -2, 0, 1, 3, 1]","[4, 4, 5.875314028494641, 3.8806900955404213, 2.8807200284850056, 3.8806813200074384, 1.8917106023474473, 2.3932528183755895, 2.3932528183755895, 0.4119455687991467, -0.5850462530286782, -2.5768193012721277, -3.5447605370930386, -3.5447605370930386, -3.5447605370930386]","[-1, 0.9376570142473205, 0.9973119664771098, 0.9999700670554155, 0.9999612915224325, 0.9944853588299957, 0.5015422160281423, -1, 0.9906536247882215, 0.996991821827825, 0.9958865241217245, 0.9679412358209114, -1, -1]","[5, 6, 7, 9, 8, 6, 5, 4, 2, 1, -1, 0, -2, -1, -2]","[-3, -3, -3, -3, -3, -3, -3, -2.0320587641790886, -0.040285715935639566, 0.9567061058921853, 2.9380133554686285, 2.436471139440486, 4.425441857100477, 3.4254805655780443, 4.42545063263346]","[-1, -1, -1, -1, -1, -1, 0.9679412358209114, 0.9958865241217245, 0.996991821827825, 0.9906536247882215, 0.5015422160281423, 0.9944853588299957, 0.9999612915224325, 0.9999700670554155]","[5, 4, 2, 1, -1, 0, -2, -1, -2, -4, -2, -3, -5, -4, -3]","[-3, -2.0320587641790886, -0.040285715935639566, 0.9567061058921853, 2.9380133554686285, 2.436471139440486, 4.425441857100477, 3.4254805655780443, 4.42545063263346, 5.42276259911057, 3.547448570615929, 3.547448570615929, 5.505450461395251, 4.506135728525325, 2.510070241500234]","[0.9679412358209114, 0.9958865241217245, 0.996991821827825, 0.9906536247882215, 0.5015422160281423, 0.9944853588299957, 0.9999612915224325, 0.9999700670554155, 0.9973119664771098, 0.9376570142473205, -1, 0.9790009453896608, 0.9993147328699257, 0.9980327435125457]"
"[-8, -10, -9, -10, -8, -7, -8, -9, -11, -13, -14, -16, -15, -16, -17]","[5, 5, 4.3911304876450465, 5.000539933395799, 5.000539933395799, 4.5249644303950065, 4.800836865946828, 4.800836865946828, 6.044973725596428, 7.299591160385863, 7.921412809344753, 7.921412809344753, 7.262818147394453, 7.93022563214901, 8.588039113446753]","[-1, 0.6088695123549532, 0.6094094457507518, -1, 0.47557550300079227, 0.2758724355518222, -1, 0.6220684298247997, 0.6273087173947176, 0.6218216489588905, -1, 0.6585946619503008, 0.6674074847545566, 0.6578134812977428]","[-4, -6, -5, -4, -6, -7, -8, -10, -9, -10, -8, -7, -8, -9, -11]","[3, 4.998020520701177, 3.0005015567158217, 2.0016065620409416, 3.695627735830855, 3.695627735830855, 4.076194683948555, 4.076194683948555, 3.4673251715936013, 4.0767346173443535, 4.0767346173443535, 3.601159114343561, 3.877031549895383, 3.877031549895383, 5.121168409544983]","[0.9990102603505882, 0.9987594819926774, 0.9988949946748801, 0.8470105868949567, -1, 0.38056694811769975, -1, 0.6088695123549532, 0.6094094457507518, -1, 0.47557550300079227, 0.2758724355518222, -1, 0.6220684298247997]","[-30, -28, -26, -25, -26, -25, -23, -22, -23, -25, -24, -22, -20, -21, -23]","[9, 7.745382565210565, 6.501245705560965, 6.225373270009143, 6.7009487730099355, 6.7009487730099355, 6.7009487730099355, 6.091539327259183, 6.700408839614137, 6.700408839614137, 6.319841891496437, 6.319841891496437, 4.625820717706524, 5.624715712381404, 6.623475194374081]","[0.6273087173947176, 0.6220684298247997, 0.2758724355518222, 0.47557550300079227, -1, -1, 0.6094094457507518, 0.6088695123549532, -1, 0.38056694811769975, -1, 0.8470105868949567, 0.9988949946748801, 0.9987594819926774]","[-23, -22, -23, -25, -24, -22, -20, -21, -23, -21, -20, -18, -17, -15, -17]","[5, 4.390590554249248, 4.999460066604201, 4.999460066604201, 4.618893118486501, 4.618893118486501, 2.924871944696588, 3.9237669393714683, 4.922526421364146, 2.9245059006629694, 1.9245414324610235, -0.07485383146918156, -1.074819057663575, -3.0737387055780125, -1.077491012553974]","[0.6094094457507518, 0.6088695123549532, -1, 0.38056694811769975, -1, 0.8470105868949567, 0.9988949946748801, 0.9987594819926774, 0.9990102603505882, 0.9999644682019461, 0.9996976319651024, 0.9999652261943935, 0.999459823957219, 0.9981238465120191]"
"[9, 11, 13, 12, 10, 11, 12, 10, 11, 9, 7, 6, 4, 3, 5]","[-7, -8.924745368100577, -10.73559323778479, -9.742398485713613, -7.753200547766466, -9.742935755756356, -10.738651586376065, -8.768875992031164, -8.768875992031164, -8.171522129043343, -6.594844550646148, -5.717113472557362, -4.839323786197131, -3.860421289709613, -5.82252848542754]","[0.962372684050289, 0.9054239348421059, 0.9931947520711766, 0.9945989689735737, 0.9948676039949456, 0.9957158306197076, 0.9848877971724498, -1, 0.5973538629878217, 0.7883387891985972, 0.8777310780887871, 0.8777896863602305, 0.978902496487518, 0.9810535978589635]","[3, 5, 6, 8, 9, 10, 9, 11, 13, 12, 10, 11, 12, 10, 11]","[-2, -3.8626404284734885, -4.86062192688713, -6.854731893486743, -7.824252210505595, -7.824252210505595, -6.908681818293388, -8.833427186393966, -10.644275056078179, -9.651080304007003, -7.661882366059855, -9.651617574049746, -10.647333404669453, -8.677557810324554, -8.677557810324554]","[0.9313202142367443, 0.9979814984136411, 0.997054983299807, 0.9695203170188516, -1, 0.915570392212206, 0.962372684050289, 0.9054239348421059, 0.9931947520711766, 0.9945989689735737, 0.9948676039949456, 0.9957158306197076, 0.9848877971724498, -1]","[11, 12, 13, 14, 16, 17, 19, 18, 16, 18, 19, 21, 19, 18, 16]","[-4, -4.978902496487518, -6.734481869207979, -7.612212947296767, -9.18889052569396, -10.383598251669603, -12.353373846014504, -11.357658015394797, -10.36279041139985, -12.351988349346998, -13.345183101418174, -13.345183101418174, -13.345183101418174, -13.345183101418174, -13.345183101418174]","[0.978902496487518, 0.8777896863602305, 0.8777310780887871, 0.7883387891985972, 0.5973538629878217, 0.9848877971724498, 0.9957158306197076, 0.9948676039949456, 0.9945989689735737, 0.9931947520711766, -1, -1, -1, -1]","[19, 18, 16, 18, 19, 21, 19, 18, 16, 14, 12, 13, 15, 14, 12]","[-14, -13.004284169380293, -12.009416565385347, -13.998614503332494, -14.991809255403671, -14.991809255403671, -14.991809255403671, -14.991809255403671, -14.991809255403671, -13.18096138571946, -11.25621601761888, -12.171786409831087, -12.171786409831087, -11.202266092812234, -9.208156126212621]","[0.9957158306197076, 0.9948676039949456, 0.9945989689735737, 0.9931947520711766, -1, -1, -1, -1, 0.9054239348421059, 0.962372684050289, 0.915570392212206, -1, 0.9695203170188516, 0.997054983299807]"
"[2, 4, 5, 6, 8, 6, 7, 8, 7, 6, 8, 9, 10, 11, 13]","[-2, -3.943818697691561, -4.938291809251643, -6.920739204578012, -8.891821273014333, -8.891821273014333, -8.891821273014333, -9.886504820423276, -8.888121425921392, -7.889751309674288, -9.874873204709525, -11.851721160785166, -12.84177349595112, -13.825955947580105, -13.825955947580105]","[0.9719093488457805, 0.9944731115600817, 0.9912236976631846, 0.9855410342181602, -1, -1, 0.9946835474089448, 0.9983833945018846, 0.9983701162471037, 0.9925609475176183, 0.9884239780378207, 0.9900523351659531, 0.9841824516289851, -1]","[2, 3, 4, 5, 3, 4, 2, 4, 5, 6, 8, 6, 7, 8, 7]","[1, 1, 0.3939936513584178, -0.2107362966679358, 0.2128595764925727, -1.4579709324473367, 0.38235989504740964, -1.5614588026441512, -2.555931914204233, -4.538379309530602, -6.509461377966923, -6.509461377966923, -6.509461377966923, -7.504144925375867, -6.505761530873982]","[-1, 0.3030031743207911, 0.3023649740131768, 0.42359587316050845, 0.8354152544699547, 0.9201654137473732, 0.9719093488457805, 0.9944731115600817, 0.9912236976631846, 0.9855410342181602, -1, -1, 0.9946835474089448, 0.9983833945018846]","[15, 14, 12, 10, 11, 12, 11, 13, 11, 9, 7, 6, 4, 6, 4]","[-13, -12.009947664834048, -11.021523686796225, -9.03640179176099, -10.034771908008093, -11.033155302509979, -10.038471755101034, -10.038471755101034, -10.038471755101034, -8.067389686664713, -7.076165989001528, -6.081692877441447, -4.137874179749886, -5.978205007244632, -5.142789752774678]","[0.9900523351659531, 0.9884239780378207, 0.9925609475176183, 0.9983701162471037, 0.9983833945018846, 0.9946835474089448, -1, -1, 0.9855410342181602, 0.9912236976631846, 0.9944731115600817, 0.9719093488457805, 0.9201654137473732, 0.8354152544699547]","[11, 13, 11, 9, 7, 6, 4, 6, 4, 5, 3, 1, 3, 4, 2]","[-10, -10, -10, -8.02891793156368, -7.0376942339004955, -6.043221122340413, -4.0994024246488525, -5.939733252143599, -5.104317997673644, -5.951509743994661, -5.6491447699814845, -5.3461415956606935, -5.3461415956606935, -6.3327660145769755, -4.3507624411841785]","[-1, -1, 0.9855410342181602, 0.9912236976631846, 0.9944731115600817, 0.9719093488457805, 0.9201654137473732, 0.8354152544699547, 0.42359587316050845, 0.3023649740131768, 0.3030031743207911, -1, 0.9866244189162815, 0.9910017866963983]"
"[0, -1, -3, -2, -4, -3, -4, -5, -6, -7, -6, -8, -6, -7, -8]","[-4, -3.00063074990142, -2.0091742498121947, -2.0091742498121947, -0.019559130644553946, -1.012306915099995, -1.012306915099995, -0.4948692897552429, 0.013516115741744272, 0.013516115741744272, 0.013516115741744272, 0.013516115741744272, 0.013516115741744272, 0.013516115741744272, 0.013516115741744272]","[0.99936925009858, 0.9914565000892255, -1, 0.9948075595838203, 0.9927477844554412, -1, 0.5174376253447521, 0.5083854054969871, -1, -1, -1, -1, -1, -1]","[1, -1, -2, -3, -2, -1, 0, -1, -3, -2, -4, -3, -4, -5, -6]","[-3, -2.0415634861004257, -1.0892178638918417, -1.0892178638918417, -2.083978445991531, -3.081295730303271, -4.079686849918246, -3.080317599819666, -2.0888610997304404, -2.0888610997304404, -0.09924598056279965, -1.0919937650182407, -1.0919937650182407, -0.5745561396734886, -0.06617073417650143]","[0.9584365138995745, 0.9523456222085838, -1, 0.9947605820996892, 0.9973172843117404, 0.9983911196149745, 0.99936925009858, 0.9914565000892255, -1, 0.9948075595838203, 0.9927477844554412, -1, 0.5174376253447521, 0.5083854054969871]","[-6, -8, -6, -7, -8, -7, -6, -4, -5, -3, -2, -1, 0, -1, -2]","[1, 1, 1, 1, 1, 0.4916145945030129, -0.025823030841739314, -0.025823030841739314, 0.9669247536137019, -1.0226903655539386, -1.0226903655539386, -3.005603365732389, -4.004972615830969, -3.0065814962159942, -2.009264211904254]","[-1, -1, -1, -1, 0.5083854054969871, 0.5174376253447521, -1, 0.9927477844554412, 0.9948075595838203, -1, 0.9914565000892255, 0.99936925009858, 0.9983911196149745, 0.9973172843117404]","[-6, -4, -5, -3, -2, -1, 0, -1, -2, -3, -5, -4, -3, -4, -6]","[-1, -1, -0.007252215544558793, -1.9968673347121992, -1.9968673347121992, -3.97978033489065, -4.97914958498923, -3.9807584653742554, -2.983441181062515, -1.9886805989628258, -1.9886805989628258, -2.9410262211714095, -4.857899248970559, -3.8579646411993807, -2.8598126739911445]","[-1, 0.9927477844554412, 0.9948075595838203, -1, 0.9914565000892255, 0.99936925009858, 0.9983911196149745, 0.9973172843117404, 0.9947605820996892, -1, 0.9523456222085838, 0.9584365138995745, 0.9999346077711782, 0.9981519672082361]"
"[-6, -7, -8, -9, -10, -9, -7, -6, -7, -9, -8, -7, -6, -7, -5]","[6, 6.999991355379787, 7.999981132401386, 8.999970812389533, 9.999925893323597, 9.000179264451226, 7.05116794317151, 6.571617946542883, 7.478669091174413, 8.371315664019503, 8.371315664019503, 8.371315664019503, 8.371315664019503, 9.167639792627048, 8.119701436445956]","[0.9999913553797867, 0.9999897770215994, 0.9999896799881469, 0.9999550809340653, 0.9997466288723704, 0.9745056606398586, 0.47954999662862674, 0.9070511446315295, 0.8926465728450902, -1, -1, -1, 0.7963241286075451, 0.5239691780905462]","[-8, -7, -5, -4, -5, -7, -6, -7, -8, -9, -10, -9, -7, -6, -7]","[8, 7.000033922061713, 5.0006365672825694, 4.000656280695207, 5.000636810870235, 6.999659468262722, 5.999679366757125, 6.999670722136912, 7.999660499158511, 8.999650179146657, 9.999605260080724, 8.999858631208353, 7.050847309928636, 6.571297313300009, 7.4783484579315385]","[0.9999660779382868, 0.9996986773895721, 0.9999802865873623, 0.999980530175028, 0.9995113286962434, 0.9999801015055967, 0.9999913553797867, 0.9999897770215994, 0.9999896799881469, 0.9999550809340653, 0.9997466288723704, 0.9745056606398586, 0.47954999662862674, 0.9070511446315295]","[-2, 0, 1, 2, 3, 2, 1, -1, -2, -1, 0, 1, 2, 1, 3]","[8, 8, 8, 6.21470685430982, 5.30765570967829, 5.30765570967829, 5.787205706306917, 7.736217027586633, 8.735963656459004, 7.736008575524939, 6.736018895536792, 5.736029118515193, 4.736037763135406, 5.736017864641003, 3.7369952072485155]","[-1, -1, 0.8926465728450902, 0.9070511446315295, -1, 0.47954999662862674, 0.9745056606398586, 0.9997466288723704, 0.9999550809340653, 0.9999896799881469, 0.9999897770215994, 0.9999913553797867, 0.9999801015055967, 0.9995113286962434]","[1, -1, -2, -1, 0, 1, 2, 1, 3, 4, 3, 1, 0, 2, 3]","[6, 7.949011321279717, 8.948757950152087, 7.948802869218023, 6.948813189229876, 5.9488234122082755, 4.948832056828489, 5.948812158334086, 3.9497895009415993, 2.949808970766571, 3.9497892573539333, 5.949186612133078, 6.949152690071364, 4.950133603305659, 3.950179120684009]","[0.9745056606398586, 0.9997466288723704, 0.9999550809340653, 0.9999896799881469, 0.9999897770215994, 0.9999913553797867, 0.9999801015055967, 0.9995113286962434, 0.999980530175028, 0.9999802865873623, 0.9996986773895721, 0.9999660779382868, 0.9995095433828526, 0.9999544826216501]"
